name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auckland,New Zealand",01/01/2019,23,19,20.4,23,19,20.4,17.4,83,0,0,0,,,,,16.7,219.1,1014.2,86.2,6.8,228.8,19.8,7,,2019-01-01T06:04:56,2019-01-01T20:43:12,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778"
"Auckland,New Zealand",02/01/2019,23,18.9,20.7,23,18.9,20.7,16.8,79.1,0.2,100,4.17,rain,,,,16.6,223.2,1014.1,62.1,6.8,274.8,23.9,10,,2019-01-02T06:05:42,2019-01-02T20:43:21,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",03/01/2019,23.1,18.9,21,23.1,18.9,21,18.2,84,0,0,0,,,,,20.7,240.9,1013.8,69.9,6.8,205,17.6,6,,2019-01-03T06:06:30,2019-01-03T20:43:28,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",04/01/2019,22.5,18.9,20.5,22.5,18.9,20.5,15.9,75.2,0,0,0,,,,,26,220.7,1014.5,58.6,6.4,385.6,33.3,10,,2019-01-04T06:07:19,2019-01-04T20:43:33,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,E8245,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",05/01/2019,23,15,19.5,23,15,19.5,15.7,79.1,0,0,0,,,,,16.1,214.7,1018.6,41.9,6.2,416.4,36,10,,2019-01-05T06:08:10,2019-01-05T20:43:36,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",06/01/2019,23.5,17.5,20.4,23.5,17.5,20.4,16.6,79.3,0,0,0,,,,,17.8,233.3,1017.6,62.1,7,417.5,36.1,10,,2019-01-06T06:09:01,2019-01-06T20:43:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",07/01/2019,24.1,19.5,21.8,24.1,19.5,21.8,17.7,78,0,0,0,,,,,16.1,232.4,1017.7,58.5,6.9,321.1,27.6,10,,2019-01-07T06:09:54,2019-01-07T20:43:36,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",08/01/2019,23.8,19,21.1,23.8,19,21.1,16.3,74.5,0,0,0,,,,,15,217.8,1018.5,28.8,6.9,415.8,36,10,,2019-01-08T06:10:48,2019-01-08T20:43:32,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",09/01/2019,26,16,21.1,26,16,21.1,15.8,73.5,0,0,0,,,,,15,45.7,1019,0,6.9,363.4,31.5,10,,2019-01-09T06:11:44,2019-01-09T20:43:27,0.1,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93110099999,C4778"
"Auckland,New Zealand",10/01/2019,25.7,19,22.1,25.7,19,22.1,18.1,79,0,0,0,,,,,14.6,289.3,1018.8,35,6.7,297,25.3,10,,2019-01-10T06:12:40,2019-01-10T20:43:20,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",11/01/2019,25.5,19,22.3,25.5,19,22.3,18.4,79.3,0,0,0,,,,,16.3,241,1019.7,24.7,6.9,311.4,26.9,10,,2019-01-11T06:13:37,2019-01-11T20:43:10,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",12/01/2019,25.5,17,21.4,25.5,17,21.4,15.4,69.8,0,0,0,,,,,12.7,204.6,1020.5,21.3,7,396.2,34.3,10,,2019-01-12T06:14:35,2019-01-12T20:42:59,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",13/01/2019,26,18,21.6,26,18,21.6,16.9,75.3,0.1,100,4.17,rain,,,,13.5,334.7,1017,36.1,6.6,315.5,27.1,9,,2019-01-13T06:15:34,2019-01-13T20:42:45,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",14/01/2019,21.1,14.1,18,21.1,14.1,18,14.4,80.3,0.2,100,4.17,rain,,,,18.5,258.7,1007.5,44.2,6.2,182.1,15.7,9,,2019-01-14T06:16:33,2019-01-14T20:42:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",15/01/2019,20.5,14,17.3,20.5,14,17.3,14.3,82.8,8,100,8.33,rain,,,,17.2,189.9,1006.4,26.3,7.2,245.9,20.9,8,,2019-01-15T06:17:34,2019-01-15T20:42:13,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",16/01/2019,23,16.1,19.7,23,16.1,19.7,16.1,80.2,0.4,100,12.5,rain,,,,21.9,218.8,1007.2,34.5,6.7,374.8,32.3,10,,2019-01-16T06:18:35,2019-01-16T20:41:53,0.33,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",17/01/2019,22.5,18.8,20.3,22.5,18.8,20.3,16.4,78.5,0,0,0,,,,,21.5,221.1,1009,73.8,6.9,346.8,29.9,10,,2019-01-17T06:19:37,2019-01-17T20:41:32,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",18/01/2019,23.5,18.9,20.9,23.5,18.9,20.9,17.7,81.9,0,0,0,,,,,17.7,231.5,1012.3,69,6.9,210.8,18,7,,2019-01-18T06:20:40,2019-01-18T20:41:08,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",19/01/2019,24,19,21.4,24,19,21.4,17.8,80.6,0,0,0,,,,,17.6,225.8,1014.2,45.1,6.9,418.3,36,10,,2019-01-19T06:21:43,2019-01-19T20:40:43,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778"
"Auckland,New Zealand",20/01/2019,23,18.9,21.1,23,18.9,21.1,16.1,73.8,0.4,100,4.17,rain,,,,20.7,240.1,1012.5,70.5,6.4,302.8,25.9,10,,2019-01-20T06:22:46,2019-01-20T20:40:16,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93110099999,C4778"
"Auckland,New Zealand",21/01/2019,23.1,18,20.3,23.1,18,20.3,14.7,70.8,0,0,0,,,,,23.6,236.3,1011.9,55.7,6.7,298.6,25.7,10,,2019-01-21T06:23:50,2019-01-21T20:39:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",22/01/2019,22.5,18,20.1,22.5,18,20.1,15,72.7,0,0,0,,,,,23.4,218.1,1014.1,53.1,6.3,342.4,29.2,10,,2019-01-22T06:24:55,2019-01-22T20:39:15,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",23/01/2019,23.5,18,20.6,23.5,18,20.6,16.3,76.5,0,0,0,,,,,18.6,237.4,1013.1,58.4,7,241.3,20.6,9,,2019-01-23T06:25:59,2019-01-23T20:38:42,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",24/01/2019,21.5,17.5,20.1,21.5,17.5,20.1,15.7,76.2,0.6,100,16.67,rain,,,26.4,17.2,243,1011.8,64.2,6.4,272.9,23.4,10,,2019-01-24T06:27:04,2019-01-24T20:38:08,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"93119099999,NZAA,93110099999,C4778,3EMT9"
"Auckland,New Zealand",25/01/2019,22.1,16,18.9,22.1,16,18.9,14.8,77.6,0,0,0,,,,,16.1,215.4,1016.5,34.5,6.4,333.9,28.9,10,,2019-01-25T06:28:10,2019-01-25T20:37:31,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93110099999,C4778"
