name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auckland,New Zealand",2022-01-17,25.1,15.1,20.5,25.1,15.1,20.5,14.5,69.5,0,0,0,,0,0,25.1,21.6,220.4,1011.3,18.1,8.5,397.8,34.4,10,10,2022-01-17T06:19:55,2022-01-17T20:41:27,0.47,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-18,25.2,19.1,21.5,25.2,19.1,21.5,16,71.4,0,0,0,,0,0,24.6,17,228.3,1012.6,56.1,7.8,368.1,31.8,10,10,2022-01-18T06:20:58,2022-01-18T20:41:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-19,26.9,17.1,21.9,27.6,17.1,21.9,16.9,74.9,0,0,0,,0,0,12.3,17,231.8,1013.1,22.7,8.2,300.8,25.8,10,10,2022-01-19T06:22:01,2022-01-19T20:40:37,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-20,24.1,18.1,20,24.1,18.1,20,15.2,74.8,0.192,100,4.17,rain,0,0,16.3,21.6,241,1011.8,44.3,7.8,169.9,14.8,7,10,2022-01-20T06:23:04,2022-01-20T20:40:10,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-21,23.8,17.8,19.9,23.8,17.8,19.9,11.9,60.6,0,0,0,rain,0,0,17.9,19.4,218.6,1016.1,37.5,8.1,297.7,25.7,10,10,2022-01-21T06:24:09,2022-01-21T20:39:40,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-22,26.8,15,20.7,26.9,15,20.7,13.8,67.9,0,0,0,rain,0,0,13.9,13.6,21.1,1019.1,21.8,8.4,376.1,32.5,10,10,2022-01-22T06:25:13,2022-01-22T20:39:08,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-23,25,16.8,20.9,25,16.8,20.9,15.3,71.5,0,0,0,,0,0,10.3,10.1,5.9,1015.8,30.8,8.5,289.1,24.8,10,10,2022-01-23T06:26:18,2022-01-23T20:38:35,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-24,21,17.8,19.6,21,17.8,19.6,16.6,83.2,5.233,100,12.5,rain,0,0,21.9,14.8,63.4,1013,78.8,7.3,87.3,7.6,3,10,2022-01-24T06:27:23,2022-01-24T20:37:59,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-25,26.8,17.9,21.6,27.8,17.9,21.7,17.9,79.9,1.6,100,16.67,rain,0,0,25.3,22.7,60.1,1009,84.4,8.3,153,13.2,6,30,2022-01-25T06:28:29,2022-01-25T20:37:22,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-26,27.1,19,23,28.1,19,23,18.8,79.1,1.848,100,16.67,rain,0,0,12.5,12.5,268.9,1005,51.9,8,238.9,20.5,7,30,2022-01-26T06:29:34,2022-01-26T20:36:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778,93112099999"
"Auckland,New Zealand",2022-01-27,23.2,18.9,21.1,23.2,18.9,21.1,14.4,67.3,0.425,100,8.33,rain,0,0,35.8,23.8,216.7,1011,48,8,331.6,28.7,10,10,2022-01-27T06:30:40,2022-01-27T20:36:03,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-28,26.1,16.9,20.8,26.1,16.9,20.8,11.1,56.2,0.05,100,8.33,rain,0,0,26.2,15.9,68.5,1024.4,41.5,8.3,383.8,33.1,10,10,2022-01-28T06:31:46,2022-01-28T20:35:20,0.85,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-29,24.8,15,19.7,24.8,15,19.7,13.5,69,0.008,100,4.17,rain,0,0,14.1,10.1,44.9,1027.7,42.9,8.5,322.9,28,9,10,2022-01-29T06:32:53,2022-01-29T20:34:36,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-30,25.8,15.1,20.5,25.8,15.1,20.5,14.8,71.6,0,0,0,,0,0,7.8,17,224.5,1024,9.5,8.2,270.6,23.3,9,10,2022-01-30T06:33:59,2022-01-30T20:33:50,0.92,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-01-31,26.8,16,21.4,26.8,16,21.4,14.8,67.9,0,0,0,rain,0,0,33.3,20.5,63.9,1020.6,30,8.5,327.4,28.4,10,10,2022-01-31T06:35:05,2022-01-31T20:33:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-01,26.9,20,22.6,27.2,20,22.6,16,67.4,0,0,0,rain,0,0,24.8,24.9,56.5,1019.7,71.9,8.5,252.5,21.8,9,10,2022-02-01T06:36:11,2022-02-01T20:32:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-02,26.1,20.8,22.7,26.1,20.8,22.7,17.5,73,0.025,100,8.33,rain,0,0,35.8,23.8,40.7,1017.9,70.9,8.3,269.5,23.1,10,10,2022-02-02T06:37:18,2022-02-02T20:31:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-03,25.8,21,22.5,25.8,21,22.5,17.6,74.8,0.017,100,4.17,rain,0,0,23,20.5,33.8,1015.1,65.8,7.7,229.8,19.7,9,10,2022-02-03T06:38:24,2022-02-03T20:30:31,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-04,27.9,20.1,23.3,28.8,20.1,23.4,18.1,73.5,0.025,100,8.33,rain,0,0,24.2,21.6,31.9,1010.5,60.7,8,322.3,27.7,10,10,2022-02-04T06:39:30,2022-02-04T20:29:37,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-05,25.8,21.9,23.3,25.8,21.9,23.3,19.6,79.9,0,0,0,rain,0,0,27.5,24.9,31.4,1007.6,91.6,7.9,139.3,12,4,10,2022-02-05T06:40:36,2022-02-05T20:28:41,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-06,24.9,21,22.8,24.9,21,22.8,21.4,91.8,10.608,100,16.67,rain,0,0,25.7,18.1,42.3,1008.4,90.4,6,99,8.5,5,10,2022-02-06T06:41:42,2022-02-06T20:27:45,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-07,24,18,20.8,24,18,20.8,18.9,88.9,46.307,100,29.17,rain,0,0,30.2,13.6,117.8,1010.7,97.7,6.4,91.7,7.7,3,10,2022-02-07T06:42:47,2022-02-07T20:26:46,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-08,28.8,21.1,24.4,31.2,21.1,25.1,20.7,80.9,1.059,100,25,rain,0,0,27.3,15.9,62.8,1012.9,88.1,8,250.8,21.4,8,10,2022-02-08T06:43:53,2022-02-08T20:25:47,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-09,28,22.8,24.6,30.5,22.8,25,20.9,80.4,1.464,100,20.83,rain,0,0,23.5,18.1,56.6,1015.2,91.3,8.4,196.7,16.9,6,10,2022-02-09T06:44:58,2022-02-09T20:24:46,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-10,28,21.9,24.6,29.3,21.9,24.8,20.3,78.2,0.242,100,12.5,rain,0,0,22.4,18.1,37.1,1013.8,57,8.2,291.1,25,10,10,2022-02-10T06:46:03,2022-02-10T20:23:43,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-11,26.8,22,23.8,29.7,22,23.9,22.1,90.3,1.774,100,12.5,rain,0,0,23.9,18.1,32.9,1009.8,82,6.8,110.8,9.5,5,10,2022-02-11T06:47:08,2022-02-11T20:22:40,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-12,26.8,23.9,24.8,29.8,23.9,25,23.1,90.7,0.333,100,16.67,rain,0,0,43.8,28.4,22.2,1003.1,86.6,6.1,104.7,9,5,10,2022-02-12T06:48:13,2022-02-12T20:21:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-13,24.8,17.9,20.9,24.8,17.9,20.9,17.5,81,3.208,100,16.67,rain,0,0,59.9,47.2,297.7,1000.1,77.6,6.1,200.2,17.3,8,10,2022-02-13T06:49:17,2022-02-13T20:20:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-14,23.8,14.8,19.1,23.8,14.8,19.1,13.6,72.2,0.767,100,8.33,rain,0,0,18.6,18.1,220.5,1019.5,13.4,8.3,312.5,27.1,10,10,2022-02-14T06:50:21,2022-02-14T20:19:21,0.41,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-15,23,12,18.1,23,12,18.1,11.7,67.5,0,0,0,,0,0,13.4,15.9,194.1,1024.8,8.3,8.5,356.3,30.5,10,10,2022-02-15T06:51:25,2022-02-15T20:18:13,0.44,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-16,22.9,16.9,19.7,22.9,16.9,19.7,13.2,66.9,0,0,0,,0,0,13.9,14.8,221.6,1021,59.6,8.5,325.3,28.1,10,10,2022-02-16T06:52:28,2022-02-16T20:17:03,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-17,22.9,14.8,19.5,22.9,14.8,19.5,13.9,70.6,0,0,0,,0,0,11.6,11.2,219.7,1019.3,53.1,8.5,201.8,17.4,8,10,2022-02-17T06:53:31,2022-02-17T20:15:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-18,25.9,15.9,21.2,25.9,15.9,21.2,15,70,0,0,0,,0,0,15.4,13.6,36.9,1020,17.4,8.5,325.5,28.2,10,10,2022-02-18T06:54:34,2022-02-18T20:14:40,0.54,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-19,24.8,17.1,20.3,24.8,17.1,20.3,16,77.5,0.958,100,4.17,rain,0,0,15.7,9,40.6,1017.4,33.8,8.2,166,14.3,7,10,2022-02-19T06:55:36,2022-02-19T20:13:27,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-20,25.4,16.8,21.1,25.4,16.8,21.1,17,78.8,0,0,0,rain,0,0,8.5,13.6,235.3,1016.2,26.6,8.4,289.2,24.9,8,10,2022-02-20T06:56:38,2022-02-20T20:12:13,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-21,26.1,16.8,21,26.1,16.8,21,16,74.3,0,0,0,,0,0,14.1,12.5,76.8,1019.6,28.7,8.4,341.5,29.5,10,10,2022-02-21T06:57:40,2022-02-21T20:10:58,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-22,27.9,17.9,22.5,27.9,17.9,22.5,16.3,70,0.091,100,8.33,rain,0,0,19.7,9,52.1,1022,43.6,8.5,336.1,29.1,10,10,2022-02-22T06:58:41,2022-02-22T20:09:42,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-23,27.8,17.8,22.3,28.3,17.8,22.4,17,73.9,0,0,0,rain,0,0,13,14.8,227.9,1023.1,32.7,8.4,263.1,22.8,10,10,2022-02-23T06:59:42,2022-02-23T20:08:26,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-24,27,18.8,22.2,26.9,18.8,22.2,14.9,64.7,0.025,100,4.17,rain,0,0,16.8,14.8,149.6,1022.6,71.1,8.5,300.2,25.8,10,10,2022-02-24T07:00:43,2022-02-24T20:07:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-25,25.8,16,20.4,25.8,16,20.4,14,67.9,0,0,0,rain,0,0,12.5,14.8,204.3,1018.8,53.8,8.5,319.2,27.7,10,10,2022-02-25T07:01:43,2022-02-25T20:05:50,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-26,24.9,15.8,20.1,24.9,15.8,20.1,15.4,76,0,0,0,rain,0,0,11.6,13.6,220.8,1017,2.3,8.1,297.5,25.7,10,10,2022-02-26T07:02:43,2022-02-26T20:04:30,0.83,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-27,26,15,20.2,26,15,20.2,14.3,70.8,0,0,0,,0,0,13.4,11.2,48,1021,50.9,8.4,286.9,24.6,9,10,2022-02-27T07:03:43,2022-02-27T20:03:10,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-02-28,23.9,16.8,19.9,23.9,16.8,19.9,14.3,71.2,0,0,0,,0,0,14.3,11.2,30.7,1024.8,57.1,8.4,284,24.4,10,10,2022-02-28T07:04:42,2022-02-28T20:01:50,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-01,23.8,16.9,20.4,23.8,16.9,20.4,14.4,69.4,0,0,0,,0,0,10.1,10.3,264.7,1021.5,40.5,8.2,278.1,23.9,10,10,2022-03-01T07:05:41,2022-03-01T20:00:28,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-02,24.9,15.9,20.2,24.9,15.9,20.2,14.3,71.1,0.208,100,4.17,rain,0,0,19.7,17,80.5,1021.9,25,8.5,265.2,22.8,10,10,2022-03-02T07:06:39,2022-03-02T19:59:06,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-03,23.8,12.9,18.8,23.8,12.9,18.8,10.3,58.6,0,0,0,rain,0,0,21.3,17,93.1,1026.1,21.5,8.4,297.5,25.6,10,10,2022-03-03T07:07:37,2022-03-03T19:57:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-04,25,14.9,19.4,25,14.9,19.4,12.4,65.5,0,0,0,rain,0,0,18.3,13.6,88.8,1025.4,45.2,8.4,214,18.5,10,10,2022-03-04T07:08:35,2022-03-04T19:56:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-05,24.9,17,20.2,24.9,17,20.2,13.2,65.6,0.008,100,4.17,rain,0,0,25.3,14.8,88.1,1024.1,41.2,8.4,266.7,22.9,10,10,2022-03-05T07:09:33,2022-03-05T19:54:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-06,25.9,16,20.3,25.9,16,20.3,13.8,68.3,0,0,0,rain,0,0,17.7,15.9,73.9,1022,37.8,8.5,290.8,25.2,10,10,2022-03-06T07:10:30,2022-03-06T19:53:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-07,24.8,15.8,20.4,24.8,15.8,20.4,14.9,72.4,0.025,100,8.33,rain,0,0,14.5,10.1,85.4,1020.7,48.4,8.5,301.2,25.9,10,10,2022-03-07T07:11:27,2022-03-07T19:52:06,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-08,26,16.8,20.7,26,16.8,20.7,15.4,72.9,0.008,100,4.17,rain,0,0,16.8,17,75.2,1022.2,33.1,8.4,265,22.8,9,10,2022-03-08T07:12:23,2022-03-08T19:50:41,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-09,25.1,16.1,20.5,25.1,16.1,20.5,14.3,69.7,0,0,0,rain,0,0,16.8,13.6,70.8,1023,28,8.5,278.5,24,9,10,2022-03-09T07:13:19,2022-03-09T19:49:15,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-10,25.8,16.2,20.5,25.8,16.2,20.5,14.4,70.2,0,0,0,rain,0,0,17.7,17,79,1019.8,49.8,8.4,223.3,19.2,8,10,2022-03-10T07:14:15,2022-03-10T19:47:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-11,23.9,17.8,20.4,23.9,17.8,20.4,12.8,62.4,0,0,0,rain,0,0,19.2,15.9,68.5,1016.8,71.1,8.5,205.8,17.8,8,10,2022-03-11T07:15:11,2022-03-11T19:46:22,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-12,24,17.1,20.8,24,17.1,20.8,15.6,72.7,0,0,0,,0,0,15.4,13.6,268.9,1015.9,89.9,8.3,169.4,14.7,7,10,2022-03-12T07:16:06,2022-03-12T19:44:55,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-13,27.8,19,22.3,27.8,19,22.3,15.6,68.2,0,0,0,,0,0,17.9,12.5,138.3,1019.1,66.1,8.1,230.3,19.8,9,10,2022-03-13T07:17:02,2022-03-13T19:43:28,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2022-03-14,25,14.1,19.4,25,14.1,19.4,12.7,66.1,0,0,0,,0,0,12.3,17,202.1,1019.9,3.2,8.5,286.9,24.8,9,10,2022-03-14T07:17:56,2022-03-14T19:42:00,0.36,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
